tconst	primaryTitle	startYear	genres	actors	directors
tt0054997	The Hustler	1961.0	['Drama', 'Sport']	['nm0000056', 'nm0001276', 'nm0001715', 'nm0566584', 'nm0358069', 'nm0176073', 'nm0317369', 'nm0671234', 'nm0483766']	['nm0744035']
tt0055031	Judgment at Nuremberg	1961.0	['Drama', 'War']	['nm0000075', 'nm0000044', 'nm0001847', 'nm0001703', 'nm0001050', 'nm0000638', 'nm0459252', 'nm0533247']	['nm0006452']
tt0055254	One Hundred and One Dalmatians	1961.0	['Adventure', 'Animation', 'Comedy']	['nm0001792', 'nm0641729', 'nm0641729', 'nm0641729', 'nm0942220', 'nm0942220', 'nm0291301', 'nm0941520', 'nm0941520', 'nm0007218', 'nm0007218']	['nm0314671', 'nm0527217', 'nm0718627']
tt0055614	West Side Story	1961.0	['Crime', 'Drama', 'Musical']	['nm0001995', 'nm0000937', 'nm0848560', 'nm0643000', 'nm0321982', 'nm0104245', 'nm0810233', 'nm0603286']	['nm0730385', 'nm0936404']
tt0055630	Yojimbo	1961.0	['Action', 'Drama', 'Thriller']	['nm0001536', 'nm0001536', 'nm0867391', 'nm0619938', 'nm0441961', 'nm0442951', 'nm0793766', 'nm0846187', 'nm0622416']	['nm0000041']
tt0055928	Dr. No	1962.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0496866', 'nm0936476', 'nm0520437', 'nm0206060', 'nm0457839']	['nm0950109']
tt0056058	Harakiri	1962.0	['Action', 'Drama', 'Mystery']	['nm0619938', 'nm0410968', 'nm0848533', 'nm0592756', 'nm0368049', 'nm0766225', 'nm0408343', 'nm0407030', 'nm1372205']	['nm0462030']
tt0056172	Lawrence of Arabia	1962.0	['Adventure', 'Biography', 'Drama']	['nm0000564', 'nm0000027', 'nm0000063', 'nm0370144', 'nm0001725', 'nm0001207', 'nm0703033', 'nm0001647', 'nm0447913', 'nm0938372']	['nm0000180']
tt0056193	Lolita	1962.0	['Crime', 'Drama', 'Romance']	['nm0000051', 'nm0168324', 'nm0832943', 'nm0511695', 'nm0338678']	['nm0000040']
tt0056197	The Longest Day	1962.0	['Action', 'Drama', 'History']	['nm0000078', 'nm0752813', 'nm0000009', 'nm0000020', 'nm0000734', 'nm0001912', 'nm0056761', 'nm0000937', 'nm0088083']	['nm0002175', 'nm0554249', 'nm0926919']
tt0056217	The Man Who Shot Liberty Valance	1962.0	['Drama', 'Western']	['nm0000071', 'nm0000078', 'nm0001511', 'nm0639529', 'nm0222596', 'nm0615108', 'nm0001017', 'nm0702798']	['nm0000406']
tt0056218	The Manchurian Candidate	1962.0	['Drama', 'Thriller']	['nm0000069', 'nm0002131', 'nm0798328', 'nm0339834', 'nm0569410', 'nm0223556', 'nm0250066']	['nm0001239']
tt0056592	To Kill a Mockingbird	1962.0	['Crime', 'Drama']	['nm0000060', 'nm0576345', 'nm0653942', 'nm0676349', 'nm0280707', 'nm0026841']	['nm0612322']
tt0056687	What Ever Happened to Baby Jane?	1962.0	['Drama', 'Horror', 'Thriller']	['nm0120658', 'nm0011741', 'nm0293099']	['nm0000736']
tt0056801	8½	1963.0	['Drama']	['nm0000052', 'nm0016646']	['nm0000019']
tt0056869	The Birds	1963.0	['Drama', 'Horror', 'Mystery']	['nm0001792', 'nm0569902', 'nm0152452', 'nm0544064']	['nm0000033']
tt0056923	Charade	1963.0	['Comedy', 'Mystery', 'Romance']	['nm0000026', 'nm0000527', 'nm0000336', 'nm0001421', 'nm0321982', 'nm0547462', 'nm0094585', 'nm0155056']	['nm0002045']
tt0057012	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964.0	['Comedy', 'War']	['nm0000634', 'nm0000634', 'nm0000634', 'nm0001715', 'nm0001330', 'nm0943978', 'nm0001620', 'nm0119988', 'nm0000469', 'nm0155043', 'nm0077543']	['nm0000040']
tt0057076	From Russia with Love	1963.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0001727', 'nm0000784', 'nm0496866', 'nm0331770', 'nm0212470', 'nm0664965']	['nm0950109']
tt0057115	The Great Escape	1963.0	['Adventure', 'Drama', 'Thriller']	['nm0000537', 'nm0001258', 'nm0000277', 'nm0000314', 'nm0232019', 'nm0000587', 'nm0000336', 'nm0582019', 'nm0564724', 'nm0413561']	['nm0836328']
tt0057413	The Pink Panther	1963.0	['Comedy', 'Crime', 'Romance']	['nm0000057', 'nm0000634', 'nm0001822', 'nm0330101', 'nm0494452', 'nm0487036', 'nm0858409', 'nm0873985']	['nm0001175']
tt0057546	The Sword in the Stone	1963.0	['Adventure', 'Animation', 'Comedy']	['nm0814862', 'nm0001982', 'nm0001982', 'nm0842425', 'nm0560076', 'nm0017491', 'nm0621002', 'nm0718625', 'nm0718626']	['nm0718627']
tt0057565	High and Low	1963.0	['Crime', 'Drama', 'Mystery']	['nm0001536', 'nm0755403', 'nm0619938', 'nm0586227', 'nm0454087', 'nm0411146', 'nm0441399', 'nm0793766', 'nm0853392']	['nm0000041']
tt0058150	Goldfinger	1964.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0002085', 'nm0757138', 'nm0496866', 'nm0072578', 'nm0511695', 'nm0932270']	['nm0357891']
tt0058329	Marnie	1964.0	['Crime', 'Drama', 'Mystery']	['nm0000125', 'nm0300010', 'nm0621002', 'nm0842093', 'nm0783670', 'nm0065798']	['nm0000033']
tt0058331	Mary Poppins	1964.0	['Comedy', 'Family', 'Fantasy']	['nm0001813', 'nm0001813', 'nm0866835', 'nm0304955', 'nm0871546']	['nm0829038']
tt0058385	My Fair Lady	1964.0	['Drama', 'Family', 'Musical']	['nm0001322', 'nm0391361', 'nm0405035', 'nm0107950', 'nm0000942', 'nm0390710']	['nm0002030']
tt0058461	A Fistful of Dollars	1964.0	['Action', 'Drama', 'Western']	['nm0000142', 'nm0002231', 'nm0525742', 'nm0750482', 'nm0250905', 'nm8746554', 'nm8746554', 'nm0130952', 'nm0554607']	['nm0001466']
tt0058946	The Battle of Algiers	1966.0	['Drama', 'War']	['nm0352835', 'nm0552483', 'nm0754272', 'nm0657597', 'nm0069934', 'nm0605398', 'nm0626221', 'nm0746250']	['nm0690597']
tt0059113	Doctor Zhivago	1965.0	['Drama', 'Romance', 'War']	['nm0001725', 'nm0001768', 'nm0000027', 'nm0183822', 'nm0724732', 'nm0734276']	['nm0000180']
tt0059578	For a Few Dollars More	1965.0	['Drama', 'Western']	['nm0000142', 'nm0001812', 'nm0002231', 'nm0685559', 'nm0001428', 'nm8621588', 'nm0824934', 'nm0660208', 'nm0759757']	['nm0001466']
tt0059646	Repulsion	1965.0	['Drama', 'Horror', 'Thriller']	['nm0376915', 'nm0292159', 'nm0943859', 'nm0898376', 'nm0299412']	['nm0000591']
tt0059742	The Sound of Music	1965.0	['Biography', 'Drama', 'Family']	['nm0001626', 'nm0370821', 'nm0358749', 'nm0153750']	['nm0936404']
tt0059800	Thunderball	1965.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0148041', 'nm0887607', 'nm0230934', 'nm0496866', 'nm0005155']	['nm0950109']
tt0060107	Andrei Rublev	1966.0	['Biography', 'Drama', 'History']	['nm0813463', 'nm0487553', 'nm0342458', 'nm0785108', 'nm0122168', 'nm0623350', 'nm0631994', 'nm0125909', 'nm0333191']	['nm0001789']
tt0060176	Blow-Up	1966.0	['Drama', 'Mystery', 'Thriller']	['nm0376101', 'nm0145284', 'nm0101248', 'nm0149615']	['nm0000774']
tt0060196	The Good, the Bad and the Ugly	1966.0	['Adventure', 'Drama', 'Western']	['nm0000142', 'nm0908919', 'nm0001812', 'nm0001812', 'nm0321294', 'nm0685559', 'nm0677654', 'nm0769116', 'nm0058384', 'nm0520859']	['nm0001466']
tt0060827	Persona	1966.0	['Drama', 'Thriller']	['nm0085038', 'nm0512502']	['nm0000005']
tt0061184	Who's Afraid of Virginia Woolf?	1966.0	['Drama']	['nm0000009', 'nm0001719', 'nm0281029']	['nm0001566']
tt0061395	Belle de Jour	1967.0	['Drama', 'Romance']	['nm0814799', 'nm0681566', 'nm0167509', 'nm0148858']	['nm0000320']
tt0061418	Bonnie and Clyde	1967.0	['Action', 'Biography', 'Crime']	['nm0000886', 'nm0689488', 'nm0000432', 'nm0701500', 'nm0852305', 'nm0000698']	['nm0671957']
tt0061512	Cool Hand Luke	1967.0	['Crime', 'Drama']	['nm0000056', 'nm0001421', 'nm0001510', 'nm0134201', 'nm0031398', 'nm0238105', 'nm0416378', 'nm0940971', 'nm0039435']	['nm0742341']
tt0061578	The Dirty Dozen	1967.0	['Action', 'Adventure', 'War']	['nm0001511', 'nm0000308', 'nm0000314', 'nm0001023', 'nm0000987', 'nm0001395', 'nm0001421', 'nm0530382', 'nm0576127', 'nm0752813']	['nm0000736']
tt0061722	The Graduate	1967.0	['Comedy', 'Drama', 'Romance']	['nm0000163', 'nm0200122', 'nm0358069', 'nm0377750', 'nm0043011', 'nm0111754', 'nm0001205']	['nm0001566']
tt0061811	In the Heat of the Night	1967.0	['Drama', 'Mystery', 'Thriller']	['nm0001627', 'nm0001768', 'nm0643105', 'nm0309588', 'nm0666247', 'nm0769974', 'nm0926338', 'nm0613794']	['nm0422484']
tt0061852	The Jungle Book	1967.0	['Adventure', 'Animation', 'Comedy']	['nm0365201', 'nm0001982', 'nm0697515', 'nm0718624', 'nm0001695', 'nm0001359', 'nm0641729', 'nm0641729', 'nm0397212', 'nm0835665']	['nm0718627']
tt0062229	Le Samouraï	1967.0	['Crime', 'Drama', 'Thriller']	['nm0001128', 'nm0673749', 'nm0503761', 'nm0092330', 'nm0269376', 'nm0692680', 'nm0289516']	['nm0578483']
tt0062512	You Only Live Twice	1967.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0848533', 'nm0793574', 'nm0000587', 'nm0496866', 'nm0005155']	['nm0318150']
tt0062622	2001: A Space Odyssey	1968.0	['Adventure', 'Sci-Fi']	['nm0001158', 'nm0516972', 'nm0843213', 'nm0725220', 'nm0744436', 'nm0064235', 'nm0838330', 'nm0706937', 'nm15447157']	['nm0000040']
tt0062765	Bullitt	1968.0	['Action', 'Crime', 'Thriller']	['nm0000537', 'nm0001816', 'nm0330150', 'nm0000380', 'nm0643000', 'nm0001205', 'nm0113617', 'nm0850607', 'nm0717947']	['nm0946811']
tt0062803	Chitty Chitty Bang Bang	1968.0	['Adventure', 'Family', 'Fantasy']	['nm0001813', 'nm0420383', 'nm0001350', 'nm0002085', 'nm0433150', 'nm0375818', 'nm0355265']	['nm0400731']
tt0063350	Night of the Living Dead	1968.0	['Horror', 'Thriller']	['nm0427977', 'nm0362457', 'nm0915593', 'nm0185804', 'nm0185804', 'nm0386100', 'nm0466916']	['nm0001681']
tt0063442	Planet of the Apes	1968.0	['Adventure', 'Sci-Fi']	['nm0000032', 'nm0001522', 'nm0263052', 'nm0926235', 'nm0198446', 'nm0348248', 'nm0905998', 'nm0661416']	['nm0769874']
tt0063462	The Producers	1967.0	['Comedy', 'Music']	['nm0609216', 'nm0000698', 'nm0790071', 'nm0550318', 'nm0381973', 'nm0903867', 'nm0205163']	['nm0000316']
tt0063522	Rosemary's Baby	1968.0	['Drama', 'Horror']	['nm0001023', 'nm0085782', 'nm0263052', 'nm0000897', 'nm0176879']	['nm0000591']
tt0064115	Butch Cassidy and the Sundance Kid	1969.0	['Biography', 'Crime', 'Drama']	['nm0000056', 'nm0000602', 'nm0001510', 'nm0428216', 'nm0179786', 'nm0299149', 'nm0144252', 'nm0550318']	['nm0001351']
tt0064116	Once Upon a Time in the West	1968.0	['Drama', 'Western']	['nm0000020', 'nm0000314', 'nm0001673', 'nm0275213', 'nm0832375', 'nm0834754', 'nm0001181', 'nm0943978', 'nm0938231']	['nm0001466']
tt0064276	Easy Rider	1969.0	['Adventure', 'Drama']	['nm0001228', 'nm0000454', 'nm0000197', 'nm0579234', 'nm0817489', 'nm0556349', 'nm0278258', 'nm0039435']	['nm0000454']
tt0064505	The Italian Job	1969.0	['Action', 'Comedy', 'Crime']	['nm0000323', 'nm0002021', 'nm0001350', 'nm0885203', 'nm0065777', 'nm0106387', 'nm0494452', 'nm0256584']	['nm0172772']
tt0064665	Midnight Cowboy	1969.0	['Drama']	['nm0000163', 'nm0000685', 'nm0569410', 'nm0400464', 'nm0710250', 'nm4734214']	['nm0772259']
tt0064757	On Her Majesty's Secret Service	1969.0	['Action', 'Adventure', 'Thriller']	['nm0493872', 'nm0001699', 'nm0275213', 'nm0048468', 'nm0496866', 'nm0395420', 'nm0005155']	['nm0402597']
tt0065126	True Grit	1969.0	['Adventure', 'Drama', 'Western']	['nm0000078', 'nm0004794', 'nm0805177', 'nm0000380', 'nm0000454', 'nm0753086', 'nm0001510', 'nm0179786', 'nm0811824']	['nm0368871']
tt0065207	Where Eagles Dare	1968.0	['Action', 'Adventure', 'War']	['nm0000009', 'nm0000142', 'nm0943859', 'nm0394588', 'nm0396819', 'nm0055134', 'nm0820109', 'nm0064235', 'nm0930180']	['nm0404606']
tt0065214	The Wild Bunch	1969.0	['Action', 'Adventure', 'Drama']	['nm0000034', 'nm0000308', 'nm0752813', 'nm0639529', 'nm0643105', 'nm0844969', 'nm0424565', 'nm0273477', 'nm0001510', 'nm0428618']	['nm0001603']
tt0065421	The Aristocats	1970.0	['Adventure', 'Animation', 'Comedy']	['nm0365201', 'nm0001359', 'nm0001079', 'nm0934593', 'nm0399913', 'nm0780005', 'nm0712391', 'nm0163849']	['nm0718627']
tt0065462	Beneath the Planet of the Apes	1970.0	['Action', 'Adventure', 'Sci-Fi']	['nm0002082', 'nm0263052', 'nm0000032', 'nm0724268', 'nm0120658', 'nm0339834', 'nm0179786']	['nm0692872']
tt0065938	Kelly's Heroes	1970.0	['Adventure', 'Comedy', 'War']	['nm0000142', 'nm0001699', 'nm0725543', 'nm0005279', 'nm0000661', 'nm0533891', 'nm0118608', 'nm0546765', 'nm0606628', 'nm0202501']	['nm0404606']
tt0066026	M*A*S*H	1970.0	['Comedy', 'Drama', 'War']	['nm0000661', 'nm0001285', 'nm0000643', 'nm0000380', 'nm0100911', 'nm0041281', 'nm0035069', 'nm0121400']	['nm0000265']
tt0066206	Patton	1970.0	['Biography', 'Drama', 'War']	['nm0001715', 'nm0001500', 'nm0950079', 'nm0835021', 'nm0517444', 'nm0241711', 'nm0490224', 'nm0667133', 'nm0901044', 'nm0382707']	['nm0769874']
tt0066434	THX 1138	1971.0	['Drama', 'Sci-Fi', 'Thriller']	['nm0000380', 'nm0000587', 'nm0171824', 'nm0938052', 'nm0250616', 'nm0354085', 'nm0668957', 'nm0550554']	['nm0000184']
tt0066921	A Clockwork Orange	1971.0	['Crime', 'Sci-Fi']	['nm0000532', 'nm0535861', 'nm0060988', 'nm0165049', 'nm0166979', 'nm0240268', 'nm0268306', 'nm0290117', 'nm0332842']	['nm0000040']
tt0066995	Diamonds Are Forever	1971.0	['Action', 'Adventure', 'Thriller']	['nm0000125', 'nm0336509', 'nm0212818', 'nm0127677', 'nm0809623', 'nm0323098', 'nm0123680', 'nm0299822']	['nm0357891']
tt0066999	Dirty Harry	1971.0	['Action', 'Crime', 'Thriller']	['nm0000142', 'nm0732367', 'nm0345340', 'nm0763858', 'nm0006893', 'nm0488024', 'nm0593850']	['nm0796923']
tt0067116	The French Connection	1971.0	['Action', 'Crime', 'Drama']	['nm0000432', 'nm0001702', 'nm0721073', 'nm0516215', 'nm0102566', 'nm0664687', 'nm0382707', 'nm0308872']	['nm0001243']
tt0067185	Harold and Maude	1971.0	['Comedy', 'Drama', 'Romance']	['nm0001069', 'nm0159258', 'nm0879006', 'nm0160452', 'nm0939707']	['nm0000797']
tt0067328	The Last Picture Show	1971.0	['Drama', 'Romance']	['nm0000961', 'nm0000313', 'nm0424565', 'nm0347656', 'nm0098734']	['nm0000953']
tt0067800	Straw Dogs	1971.0	['Crime', 'Drama', 'Thriller']	['nm0000163', 'nm0891092', 'nm0571435', 'nm0377328', 'nm0636235', 'nm0916876', 'nm0404455', 'nm0428642']	['nm0001603']
tt0067992	Willy Wonka & the Chocolate Factory	1971.0	['Adventure', 'Comedy', 'Family']	['nm0000698', 'nm0016776', 'nm0652578', 'nm0455702', 'nm0832007', 'nm0002398']	['nm0835799']
tt0068182	Aguirre, the Wrath of God	1972.0	['Action', 'Adventure', 'Biography']	['nm0001428', 'nm0346087', 'nm0215683', 'nm0075655', 'nm0011937', 'nm0738031', 'nm0972952', 'nm0688836']	['nm0001348']
tt0068327	Cabaret	1972.0	['Drama', 'Music', 'Musical']	['nm0001868', 'nm0340926', 'nm0001297', 'nm0921202', 'nm0895278']	['nm0002080']
tt0068473	Deliverance	1972.0	['Adventure', 'Drama', 'Thriller']	['nm0000685', 'nm0000608', 'nm0000885', 'nm0001074', 'nm0708200', 'nm0714681', 'nm0322005', 'nm0212655', 'nm0571853', 'nm0184662']	['nm0000958']
tt0068611	Frenzy	1972.0	['Thriller']	['nm0277424', 'nm0287687', 'nm0566680', 'nm0842578', 'nm0187754', 'nm0060988']	['nm0000033']
tt0068646	The Godfather	1972.0	['Crime', 'Drama']	['nm0000008', 'nm0000199', 'nm0001001', 'nm0144710', 'nm0000380', 'nm0001330', 'nm0549134', 'nm0002017', 'nm0504803']	['nm0000338']
tt0068699	High Plains Drifter	1973.0	['Drama', 'Mystery', 'Western']	['nm0000142', 'nm0752751', 'nm0319978', 'nm0317369', 'nm0366894', 'nm0193260', 'nm0507212', 'nm0908198']	['nm0000142']
tt0069113	The Poseidon Adventure	1972.0	['Action', 'Adventure', 'Drama']	['nm0000432', 'nm0000308', 'nm0000999', 'nm0001522', 'nm0016776', 'nm0640023']	['nm0623768']
tt0069281	Sleuth	1972.0	['Mystery', 'Thriller']	['nm0000059', 'nm0000323', 'nm0000323', 'nm0147250', 'nm0560064', 'nm0553117']	['nm0000581']
tt0069293	Solaris	1972.0	['Drama', 'Mystery', 'Sci-Fi']	['nm0052023', 'nm0433525', 'nm0245367', 'nm0342458', 'nm0813463', 'nm0449256']	['nm0001789']
tt0069704	American Graffiti	1973.0	['Comedy', 'Drama']	['nm0000377', 'nm0000165', 'nm0494432', 'nm0001747', 'nm0413125', 'nm0005019', 'nm0655693']	['nm0000184']
tt0069762	Badlands	1973.0	['Action', 'Crime', 'Drama']	['nm0000640', 'nm0643105', 'nm0081560', 'nm0899106', 'nm0514724', 'nm0141715', 'nm0599738', 'nm0280501']	['nm0000517']
tt0069995	Don't Look Now	1973.0	['Drama', 'Horror', 'Mystery']	['nm0000661', 'nm0784857', 'nm0769237', 'nm0872282', 'nm0872689', 'nm0871674']	['nm0001676']
tt0070034	Enter the Dragon	1973.0	['Action', 'Crime', 'Thriller']	['nm0000045', 'nm0768334', 'nm0446485', 'nm0793384', 'nm0908378', 'nm0917315', 'nm0001866']	['nm0167195']
tt0070047	The Exorcist	1973.0	['Horror']	['nm0001884', 'nm0002011', 'nm0532290', 'nm0588553', 'nm0641780', 'nm0382263', 'nm0557751']	['nm0001243']
tt0070328	Live and Let Die	1973.0	['Action', 'Adventure', 'Thriller']	['nm0000549', 'nm0001433', 'nm0001433', 'nm0416378', 'nm0364918', 'nm0390305', 'nm0373314', 'nm0496866']	['nm0357891']
tt0070355	Magnum Force	1973.0	['Action', 'Crime', 'Mystery']	['nm0000142', 'nm0001358', 'nm0752751', 'nm0815800', 'nm0001513', 'nm0633121', 'nm0001810', 'nm0675066', 'nm0034467']	['nm0692872']
tt0070379	Mean Streets	1973.0	['Crime', 'Drama', 'Thriller']	['nm0000134', 'nm0000172', 'nm0698998', 'nm0739087', 'nm0200488', 'nm0034519', 'nm0578622', 'nm0768801']	['nm0000217']
tt0070510	Paper Moon	1973.0	['Comedy', 'Crime', 'Drama']	['nm0641939', 'nm0384916', 'nm0384916', 'nm0364099', 'nm0932244', 'nm0949317']	['nm0000953']
tt0070511	Papillon	1973.0	['Biography', 'Crime', 'Drama']	['nm0000537', 'nm0000163', 'nm0430460', 'nm0330150', 'nm0001875', 'nm0218053', 'nm0661416', 'nm0612621', 'nm0183459']	['nm0769874']
tt0070608	Robin Hood	1973.0	['Adventure', 'Animation', 'Comedy']	['nm0066028', 'nm0365201', 'nm0589248', 'nm0001811', 'nm0001811', 'nm0856103', 'nm0222596', 'nm0125426', 'nm0512357']	['nm0718627']
tt0070666	Serpico	1973.0	['Biography', 'Crime', 'Drama']	['nm0000199', 'nm0709907', 'nm0444955', 'nm0570161', 'nm0731634', 'nm0575590', 'nm0723590', 'nm0650317']	['nm0001486']
tt0070723	Soylent Green	1973.0	['Crime', 'Mystery', 'Sci-Fi']	['nm0000032', 'nm0000064', 'nm0168035', 'nm0001072', 'nm0676349', 'nm0950079', 'nm0377947', 'nm0453299']	['nm0281507']
tt0070735	The Sting	1973.0	['Comedy', 'Crime', 'Drama']	['nm0000056', 'nm0000602', 'nm0001727', 'nm0001164', 'nm0001827', 'nm0332390', 'nm0373570', 'nm0253020', 'nm0444955']	['nm0001351']
tt0070849	Last Tango in Paris	1972.0	['Drama', 'Romance']	['nm0000008', 'nm0224576', 'nm0224576']	['nm0000934']
tt0070909	Westworld	1973.0	['Action', 'Drama', 'Sci-Fi']	['nm0000989', 'nm0000907', 'nm0000981', 'nm0058991', 'nm0649178', 'nm0887694', 'nm0291266', 'nm0586609']	['nm0000341']
tt0070917	The Wicker Man	1973.0	['Horror', 'Mystery', 'Thriller']	['nm0940919', 'nm0000489', 'nm0447330', 'nm0914170', 'nm0606368', 'nm0606368', 'nm0139892']	['nm0362736']
tt0071230	Blazing Saddles	1974.0	['Comedy', 'Western']	['nm0001476', 'nm0000698', 'nm0001620', 'nm0466327', 'nm0000316', 'nm0000316', 'nm0319096', 'nm0440090', 'nm0399663', 'nm0242668']	['nm0000316']
tt0071315	Chinatown	1974.0	['Drama', 'Mystery', 'Thriller']	['nm0000197', 'nm0001379', 'nm0520164', 'nm0384916', 'nm0959022', 'nm0421772', 'nm0000591', 'nm0048147']	['nm0000591']
tt0071360	The Conversation	1974.0	['Drama', 'Mystery', 'Thriller']	['nm0000432', 'nm0001030', 'nm0307255', 'nm0002078', 'nm0383449', 'nm0000148', 'nm0923913']	['nm0000338']
tt0071562	The Godfather Part II	1974.0	['Crime', 'Drama']	['nm0000199', 'nm0000134', 'nm0000380', 'nm0001030', 'nm0833448', 'nm0311155', 'nm0819525', 'nm0109175']	['nm0000338']
tt0071807	The Man with the Golden Gun	1974.0	['Action', 'Adventure', 'Thriller']	['nm0000549', 'nm0000489', 'nm0898199', 'nm0416378', 'nm0519618', 'nm0644902', 'nm0492908', 'nm0496866']	['nm0357891']
tt0071853	Monty Python and the Holy Grail	1975.0	['Adventure', 'Comedy', 'Fantasy']	['nm0001037', 'nm0001037', 'nm0001037', 'nm0000092', 'nm0000092', 'nm0000092', 'nm0001385', 'nm0001385', 'nm0001385', 'nm0000416', 'nm0000416', 'nm0000416', 'nm0001402', 'nm0001402', 'nm0001402', 'nm0001589', 'nm0001589', 'nm0001589', 'nm0409183', 'nm0409183', 'nm0409183']	['nm0000416', 'nm0001402']
tt0071877	Murder on the Orient Express	1974.0	['Crime', 'Drama', 'Mystery']	['nm0001215', 'nm0000125', 'nm0000842', 'nm0144045', 'nm0000024', 'nm0000578']	['nm0001486']
tt0072271	The Texas Chain Saw Massacre	1974.0	['Horror']	['nm0623605', 'nm0200758', 'nm0663935', 'nm0883211', 'nm0796842', 'nm0360815', 'nm0240811', 'nm0183847']	['nm0001361']
tt0072431	Young Frankenstein	1974.0	['Comedy']	['nm0000698', 'nm0001204', 'nm0001967', 'nm0550318', 'nm0370821', 'nm0242668', 'nm0325761']	['nm0000316']
tt0072443	Mirror	1975.0	['Biography', 'Drama']	['nm0946157', 'nm0200246', 'nm0200246', 'nm0946160', 'nm0342458', 'nm0623350', 'nm0813463']	['nm0001789']
tt0072684	Barry Lyndon	1975.0	['Adventure', 'Drama', 'War']	['nm0641939', 'nm0535861', 'nm0473228', 'nm0000925', 'nm0578527', 'nm0585460']	['nm0000040']
tt0072890	Dog Day Afternoon	1975.0	['Biography', 'Crime', 'Drama']	['nm0000199', 'nm0001030', 'nm0101604', 'nm0550191']	['nm0001486']
tt0073195	Jaws	1975.0	['Adventure', 'Drama', 'Thriller']	['nm0001702', 'nm0001727', 'nm0000377', 'nm0358069', 'nm0331956', 'nm0469552', 'nm0277204', 'nm0343722']	['nm0000229']
tt0073341	The Man Who Would Be King	1975.0	['Adventure', 'Drama', 'War']	['nm0000125', 'nm0000323', 'nm0001626', 'nm0006762', 'nm0488015', 'nm0561975', 'nm0099332', 'nm0787920', 'nm0608553', 'nm0031549']	['nm0001379']
tt0073486	One Flew Over the Cuckoo's Nest	1975.0	['Drama']	['nm0000197', 'nm0077720', 'nm0110480', 'nm0111954', 'nm0113000', 'nm0001079', 'nm0191784', 'nm0000362', 'nm0240239']	['nm0001232']
tt0073629	The Rocky Horror Picture Show	1975.0	['Comedy', 'Horror', 'Musical']	['nm0000347', 'nm0000960', 'nm0639782', 'nm0011094', 'nm0386056', 'nm0001533', 'nm0336509']	['nm0788940']
tt0073650	Salò, or the 120 Days of Sodom	1975.0	['Drama']	['nm0093678', 'nm0145863', 'nm0704184', 'nm0885084', 'nm0268668', 'nm0615888']	['nm0001596']
tt0073707	Sholay	1975.0	['Action', 'Adventure', 'Comedy']	['nm0474876', 'nm0004429', 'nm0000821', 'nm0451166', 'nm0359845', 'nm1566068', 'nm0407002']	['nm0802693']
tt0073802	Three Days of the Condor	1975.0	['Crime', 'Mystery', 'Thriller']	['nm0000602', 'nm0731772', 'nm0001884', 'nm0002144', 'nm0693994', 'nm0569350', 'nm0437395', 'nm0570407']	['nm0001628']
tt0074119	All the President's Men	1976.0	['Drama', 'History', 'Thriller']	['nm0000163', 'nm0000602', 'nm0912001', 'nm0000842', 'nm0001358', 'nm0001673', 'nm0000885', 'nm0004834']	['nm0001587']
tt0074156	Assault on Precinct 13	1976.0	['Action', 'Crime', 'Thriller']	['nm0831288', 'nm0430944', 'nm0922229', 'nm0123748', 'nm0194234', 'nm0116274', 'nm0289072', 'nm0743636']	['nm0000118']
tt0074285	Carrie	1976.0	['Horror', 'Mystery']	['nm0000237', 'nm0001411', 'nm0489861']	['nm0000361']
tt0074483	The Enforcer	1976.0	['Action', 'Crime', 'Thriller']	['nm0000142', 'nm0345340', 'nm0226947', 'nm0593850', 'nm0095430', 'nm0186833', 'nm0398338']	['nm0267309']
tt0074486	Eraserhead	1977.0	['Fantasy', 'Horror']	['nm0620756', 'nm0430535', 'nm0279926', 'nm0183491']	['nm0000186']
tt0074812	Logan's Run	1976.0	['Action', 'Adventure', 'Sci-Fi']	['nm0001868', 'nm0430151', 'nm0001975', 'nm0026295', 'nm0001811', 'nm0731505', 'nm0604670']	['nm0027183']
tt0074860	Marathon Man	1976.0	['Crime', 'Drama', 'Thriller']	['nm0000163', 'nm0000059', 'nm0001702', 'nm0001137', 'nm0915851', 'nm0109175', 'nm0492908', 'nm0430535', 'nm0333026']	['nm0772259']
tt0074896	The Message	1976.0	['Biography', 'Drama', 'History']	['nm0000063', 'nm0030516', 'nm0782885', 'nm0148061', 'nm0353796', 'nm0858669', 'nm0603682', 'nm0072578', 'nm0114533']	['nm0002160']
tt0074958	Network	1976.0	['Drama']	['nm0000034', 'nm0002075', 'nm0000380', 'nm0011741', 'nm0000885', 'nm0121386', 'nm0123249', 'nm0139380', 'nm0153366']	['nm0001486']
tt0075005	The Omen	1976.0	['Horror', 'Mystery']	['nm0000060', 'nm0827032', 'nm0001831', 'nm0873743', 'nm0072578', 'nm0726403', 'nm0240961', 'nm0834438']	['nm0001149']
tt0075029	The Outlaw Josey Wales	1976.0	['Drama', 'Western']	['nm0000142', 'nm0313381', 'nm0571853', 'nm0006893', 'nm0098734', 'nm0661416']	['nm0000142']
